Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2020-01-01 00:00:00+07:00,114000.0,114000.0,114000.0,114000.0,80337.34375,0,0.0,0.0
2020-01-02 00:00:00+07:00,114000.0,114000.0,112000.0,112000.0,78927.9140625,57200,0.0,0.0
2020-01-03 00:00:00+07:00,112000.0,113500.0,112000.0,112300.0,79139.34375,35180,0.0,0.0
2020-01-06 00:00:00+07:00,111500.0,112250.0,111250.0,111900.0,78857.4375,71700,0.0,0.0
2020-01-07 00:00:00+07:00,111300.0,112450.0,111300.0,112000.0,78927.9140625,31160,0.0,0.0
2020-01-08 00:00:00+07:00,112250.0,112250.0,111300.0,111600.0,78646.03125,61220,0.0,0.0
2020-01-09 00:00:00+07:00,111000.0,113950.0,110500.0,113500.0,79985.0,108060,0.0,0.0
2020-01-10 00:00:00+07:00,113500.0,117250.0,113500.0,116750.0,82275.3203125,111540,0.0,0.0
2020-01-13 00:00:00+07:00,116750.0,117650.0,116750.0,116950.0,82416.25,45180,0.0,0.0
2020-01-14 00:00:00+07:00,116000.0,116950.0,116000.0,116500.0,82099.125,18680,0.0,0.0
2020-01-15 00:00:00+07:00,116500.0,117250.0,116500.0,117000.0,82451.484375,45080,0.0,0.0
2020-01-16 00:00:00+07:00,116500.0,117450.0,116500.0,116650.0,82204.8203125,18540,0.0,0.0
2020-01-17 00:00:00+07:00,116650.0,117250.0,116500.0,117250.0,82627.640625,25160,0.0,0.0
2020-01-20 00:00:00+07:00,116500.0,118000.0,116500.0,118000.0,83156.203125,34340,0.0,0.0
2020-01-21 00:00:00+07:00,118000.0,118000.0,116500.0,116500.0,82099.125,104320,0.0,0.0
2020-01-22 00:00:00+07:00,116500.0,118000.0,115550.0,116250.0,81922.953125,23020,0.0,0.0
2020-01-23 00:00:00+07:00,116250.0,116250.0,116250.0,116250.0,81922.953125,0,0.0,0.0
2020-01-24 00:00:00+07:00,116250.0,116250.0,116250.0,116250.0,81922.953125,0,0.0,0.0
2020-01-27 00:00:00+07:00,116250.0,116250.0,116250.0,116250.0,81922.953125,0,0.0,0.0
2020-01-28 00:00:00+07:00,116250.0,116250.0,116250.0,116250.0,81922.953125,0,0.0,0.0
2020-01-29 00:00:00+07:00,116250.0,116250.0,116250.0,116250.0,81922.953125,0,0.0,0.0
2020-01-30 00:00:00+07:00,115700.0,115700.0,109000.0,109000.0,76813.7890625,76280,0.0,0.0
2020-01-31 00:00:00+07:00,106000.0,112800.0,102000.0,106000.0,74699.6484375,49460,0.0,0.0
2020-02-03 00:00:00+07:00,98600.0,106000.0,98600.0,104450.0,73607.34375,33760,0.0,0.0
2020-02-04 00:00:00+07:00,104450.0,104450.0,100000.0,101500.0,71528.4296875,334280,0.0,0.0
2020-02-05 00:00:00+07:00,101500.0,101500.0,97000.0,97000.0,68357.21875,87740,0.0,0.0
2020-02-06 00:00:00+07:00,97000.0,99500.0,94650.0,95000.0,66947.7890625,330160,0.0,0.0
2020-02-07 00:00:00+07:00,96000.0,99500.0,95500.0,97500.0,68709.5703125,95900,0.0,0.0
2020-02-10 00:00:00+07:00,99500.0,99500.0,97500.0,97500.0,68709.5703125,139140,0.0,0.0
2020-02-11 00:00:00+07:00,97500.0,97500.0,97000.0,97000.0,68357.21875,52600,0.0,0.0
2020-02-12 00:00:00+07:00,97950.0,97950.0,95500.0,95500.0,67300.1484375,114820,0.0,0.0
2020-02-13 00:00:00+07:00,95900.0,95900.0,94000.0,95500.0,68556.421875,153540,1750.0,0.0
2020-02-14 00:00:00+07:00,96450.0,96500.0,94550.0,94900.0,68125.6953125,77300,0.0,0.0
2020-02-17 00:00:00+07:00,94900.0,95000.0,93000.0,93000.0,66761.7421875,62920,0.0,0.0
2020-02-18 00:00:00+07:00,91250.0,91500.0,89000.0,89000.0,63890.2734375,172640,0.0,0.0
2020-02-19 00:00:00+07:00,88500.0,90000.0,87500.0,89000.0,63890.2734375,211120,0.0,0.0
2020-02-20 00:00:00+07:00,90000.0,90250.0,89450.0,90000.0,64608.12890625,560380,0.0,0.0
2020-02-21 00:00:00+07:00,90000.0,90800.0,90000.0,90300.0,64823.50390625,90760,0.0,0.0
2020-02-24 00:00:00+07:00,90100.0,90100.0,88550.0,89000.0,63890.2734375,87560,0.0,0.0
2020-02-25 00:00:00+07:00,90000.0,90000.0,88200.0,89000.0,63890.2734375,32460,0.0,0.0
2020-02-26 00:00:00+07:00,89700.0,89700.0,88100.0,88500.0,63531.3359375,159760,0.0,0.0
2020-02-27 00:00:00+07:00,88500.0,88600.0,86600.0,86600.0,62167.390625,92600,0.0,0.0
2020-02-28 00:00:00+07:00,86150.0,86150.0,81000.0,81000.0,58147.31640625,153820,0.0,0.0
2020-03-02 00:00:00+07:00,81000.0,86500.0,81000.0,85000.0,61018.796875,358980,0.0,0.0
2020-03-03 00:00:00+07:00,86250.0,86250.0,84500.0,85000.0,61018.796875,258540,0.0,0.0
2020-03-05 00:00:00+07:00,84500.0,85000.0,84500.0,84500.0,60659.859375,130760,0.0,0.0
2020-03-06 00:00:00+07:00,84500.0,84500.0,81000.0,81300.0,58362.6953125,76340,0.0,0.0
2020-03-09 00:00:00+07:00,76500.0,79500.0,75650.0,77650.0,55742.47265625,215140,0.0,0.0
2020-03-10 00:00:00+07:00,77650.0,79950.0,75500.0,77650.0,55742.47265625,79240,0.0,0.0
2020-03-11 00:00:00+07:00,77700.0,80000.0,76000.0,76000.0,54557.98046875,146240,0.0,0.0
2020-03-12 00:00:00+07:00,74650.0,79950.0,71050.0,72300.0,51901.875,76800,0.0,0.0
2020-03-13 00:00:00+07:00,69000.0,76500.0,69000.0,72000.0,51686.515625,109120,0.0,0.0
2020-03-16 00:00:00+07:00,71000.0,75000.0,69500.0,75000.0,53840.11328125,93600,0.0,0.0
2020-03-17 00:00:00+07:00,70500.0,75000.0,70500.0,70550.0,50645.6015625,50640,0.0,0.0
2020-03-18 00:00:00+07:00,70550.0,72950.0,68000.0,68000.0,48815.04296875,98460,0.0,0.0
2020-03-19 00:00:00+07:00,65250.0,69000.0,63500.0,63500.0,45584.63671875,81480,0.0,0.0
2020-03-20 00:00:00+07:00,63500.0,65500.0,60050.0,63000.0,45225.69140625,103880,0.0,0.0
2020-03-23 00:00:00+07:00,60500.0,62750.0,58600.0,58600.0,42067.0703125,76460,0.0,0.0
2020-03-24 00:00:00+07:00,56000.0,59900.0,55750.0,57750.0,41456.890625,49040,0.0,0.0
2020-03-25 00:00:00+07:00,58000.0,61500.0,57950.0,60000.0,43072.09375,275820,0.0,0.0
2020-03-26 00:00:00+07:00,60750.0,63300.0,60000.0,62500.0,44866.76171875,376160,0.0,0.0
2020-03-27 00:00:00+07:00,62500.0,66150.0,62500.0,64800.0,46517.86328125,291140,0.0,0.0
2020-03-30 00:00:00+07:00,64800.0,65000.0,60300.0,60550.0,43466.921875,48420,0.0,0.0
2020-03-31 00:00:00+07:00,60550.0,64450.0,60550.0,61500.0,44148.89453125,38440,0.0,0.0
2020-04-01 00:00:00+07:00,61100.0,63950.0,60300.0,61550.0,44184.78515625,67500,0.0,0.0
2020-04-02 00:00:00+07:00,61550.0,61550.0,61550.0,61550.0,44184.78515625,0,0.0,0.0
2020-04-03 00:00:00+07:00,64750.0,64950.0,62500.0,62500.0,44866.76171875,135600,0.0,0.0
2020-04-06 00:00:00+07:00,64500.0,66750.0,63500.0,66000.0,47379.3046875,171400,0.0,0.0
2020-04-07 00:00:00+07:00,69000.0,69500.0,66000.0,68500.0,49173.97265625,135060,0.0,0.0
2020-04-08 00:00:00+07:00,69000.0,71250.0,68000.0,69000.0,49532.90625,173400,0.0,0.0
2020-04-09 00:00:00+07:00,70000.0,73800.0,70000.0,70000.0,50250.7734375,472620,0.0,0.0
2020-04-10 00:00:00+07:00,72100.0,73450.0,70000.0,70500.0,50609.70703125,66620,0.0,0.0
2020-04-13 00:00:00+07:00,71500.0,72750.0,70500.0,70500.0,50609.70703125,80060,0.0,0.0
2020-04-14 00:00:00+07:00,72900.0,72900.0,70650.0,71700.0,51471.1484375,108680,0.0,0.0
2020-04-15 00:00:00+07:00,71750.0,76700.0,71750.0,76500.0,54916.9140625,420060,0.0,0.0
2020-04-16 00:00:00+07:00,76500.0,81600.0,76500.0,78800.0,56568.0234375,316560,0.0,0.0
2020-04-17 00:00:00+07:00,83750.0,84000.0,82500.0,82700.0,59367.703125,256600,0.0,0.0
2020-04-20 00:00:00+07:00,86000.0,88450.0,84050.0,88450.0,63495.453125,217520,0.0,0.0
2020-04-21 00:00:00+07:00,88450.0,94600.0,85000.0,85000.0,61018.796875,409300,0.0,0.0
2020-04-22 00:00:00+07:00,82500.0,87500.0,79900.0,87500.0,62813.46484375,207780,0.0,0.0
2020-04-23 00:00:00+07:00,93450.0,93450.0,89350.0,90300.0,64823.50390625,238480,0.0,0.0
2020-04-24 00:00:00+07:00,90300.0,92500.0,87600.0,90000.0,64608.12890625,155760,0.0,0.0
2020-04-27 00:00:00+07:00,90000.0,90000.0,87500.0,90000.0,64608.12890625,162100,0.0,0.0
2020-04-28 00:00:00+07:00,88000.0,89950.0,85000.0,85000.0,61018.796875,146420,0.0,0.0
2020-04-29 00:00:00+07:00,85000.0,85000.0,85000.0,85000.0,61018.796875,0,0.0,0.0
2020-04-30 00:00:00+07:00,85000.0,85000.0,85000.0,85000.0,61018.796875,0,0.0,0.0
2020-05-01 00:00:00+07:00,85000.0,85000.0,85000.0,85000.0,61018.796875,0,0.0,0.0
2020-05-04 00:00:00+07:00,81500.0,81750.0,77500.0,77500.0,55634.7890625,396060,0.0,0.0
2020-05-05 00:00:00+07:00,77500.0,77500.0,75450.0,75850.0,54450.3046875,235240,0.0,0.0
2020-05-06 00:00:00+07:00,80900.0,80900.0,76000.0,79000.0,56711.59765625,173060,0.0,0.0
2020-05-07 00:00:00+07:00,80950.0,84500.0,80000.0,84500.0,60659.859375,127360,0.0,0.0
2020-05-08 00:00:00+07:00,85000.0,90000.0,85000.0,86000.0,61736.67578125,491060,0.0,0.0
2020-05-11 00:00:00+07:00,86000.0,88000.0,84500.0,86550.0,62131.5078125,223340,0.0,0.0
2020-05-12 00:00:00+07:00,86650.0,87550.0,86500.0,86750.0,62275.08203125,118220,0.0,0.0
2020-05-13 00:00:00+07:00,84000.0,87000.0,83000.0,86000.0,61736.67578125,231480,0.0,0.0
2020-05-14 00:00:00+07:00,86000.0,86500.0,85500.0,86100.0,61808.4609375,91580,0.0,0.0
2020-05-15 00:00:00+07:00,86100.0,86100.0,86100.0,86100.0,61808.4609375,0,0.0,0.0
2020-05-18 00:00:00+07:00,86100.0,86100.0,86100.0,86100.0,61808.4609375,0,0.0,0.0
2020-05-19 00:00:00+07:00,87500.0,88500.0,86000.0,88500.0,63531.3359375,362200,0.0,0.0
2020-05-20 00:00:00+07:00,88500.0,88500.0,88500.0,88500.0,63531.3359375,0,0.0,0.0
2020-05-21 00:00:00+07:00,89000.0,89000.0,86500.0,88000.0,63172.4140625,257420,0.0,0.0
2020-05-22 00:00:00+07:00,88000.0,88000.0,86500.0,87000.0,62454.53125,90440,0.0,0.0
2020-05-25 00:00:00+07:00,87000.0,88050.0,86500.0,87500.0,62813.46484375,118440,0.0,0.0
2020-05-26 00:00:00+07:00,87550.0,89500.0,87250.0,89500.0,64249.22265625,195720,0.0,0.0
2020-05-27 00:00:00+07:00,87800.0,88000.0,87500.0,87600.0,62885.25390625,144280,0.0,0.0
2020-05-28 00:00:00+07:00,88250.0,88600.0,86500.0,87600.0,62885.25390625,147980,0.0,0.0
2020-05-29 00:00:00+07:00,87400.0,88500.0,87000.0,88200.0,63315.984375,122760,0.0,0.0
2020-06-01 00:00:00+07:00,88200.0,91000.0,87650.0,88850.0,63782.58984375,173620,0.0,0.0
