Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2020-01-01 00:00:00+07:00,10019.1298828125,10019.1298828125,10019.1298828125,10019.1298828125,9419.341796875,0,0.0,0.0
2020-01-02 00:00:00+07:00,10019.1298828125,10426.6064453125,9995.16015625,10306.7607421875,9689.7548828125,9069155,0.0,0.0
2020-01-03 00:00:00+07:00,10426.6064453125,10474.544921875,10186.9140625,10210.8837890625,9599.6171875,7565205,0.0,0.0
2020-01-06 00:00:00+07:00,10162.9453125,10402.6376953125,10115.0068359375,10234.8525390625,9622.150390625,6619909,0.0,0.0
2020-01-07 00:00:00+07:00,10354.69921875,10474.544921875,10282.791015625,10402.6376953125,9779.8916015625,8685309,0.0,0.0
2020-01-08 00:00:00+07:00,10330.7294921875,10618.3603515625,10210.8837890625,10378.66796875,9757.357421875,20577023,0.0,0.0
2020-01-09 00:00:00+07:00,10474.544921875,10834.0830078125,10474.544921875,10762.17578125,10117.90625,17923619,0.0,0.0
2020-01-10 00:00:00+07:00,10786.14453125,11505.220703125,10786.14453125,11289.498046875,10613.6611328125,30668156,0.0,0.0
2020-01-13 00:00:00+07:00,11169.65234375,11505.220703125,11121.7138671875,11121.7138671875,10455.9208984375,11092292,0.0,0.0
2020-01-14 00:00:00+07:00,11145.6826171875,11409.34375,11121.7138671875,11265.5283203125,10591.1259765625,14687133,0.0,0.0
2020-01-15 00:00:00+07:00,11265.5283203125,11361.4052734375,11145.6826171875,11313.466796875,10636.1943359375,9105118,0.0,0.0
2020-01-16 00:00:00+07:00,11361.4052734375,11960.6357421875,11337.4365234375,11936.6669921875,11222.087890625,16693666,0.0,0.0
2020-01-17 00:00:00+07:00,12080.4814453125,12176.3583984375,11792.8515625,11960.6357421875,11244.62109375,13377057,0.0,0.0
2020-01-20 00:00:00+07:00,11936.6669921875,12128.419921875,11864.7587890625,12032.5439453125,11312.224609375,9882303,0.0,0.0
2020-01-21 00:00:00+07:00,12080.4814453125,12368.1123046875,12032.5439453125,12128.419921875,11402.361328125,12648205,0.0,0.0
2020-01-22 00:00:00+07:00,12128.419921875,12344.1435546875,12008.57421875,12272.2353515625,11537.5673828125,9902725,0.0,0.0
2020-01-23 00:00:00+07:00,12272.2353515625,12272.2353515625,12272.2353515625,12272.2353515625,11537.5673828125,0,0.0,0.0
2020-01-24 00:00:00+07:00,12272.2353515625,12272.2353515625,12272.2353515625,12272.2353515625,11537.5673828125,0,0.0,0.0
2020-01-27 00:00:00+07:00,12272.2353515625,12272.2353515625,12272.2353515625,12272.2353515625,11537.5673828125,0,0.0,0.0
2020-01-28 00:00:00+07:00,12272.2353515625,12272.2353515625,12272.2353515625,12272.2353515625,11537.5673828125,0,0.0,0.0
2020-01-29 00:00:00+07:00,12272.2353515625,12272.2353515625,12272.2353515625,12272.2353515625,11537.5673828125,0,0.0,0.0
2020-01-30 00:00:00+07:00,11936.6669921875,12152.3896484375,11505.220703125,11673.0048828125,10974.208984375,23611958,0.0,0.0
2020-01-31 00:00:00+07:00,11792.8515625,12104.451171875,11696.974609375,11696.974609375,10996.744140625,24647975,0.0,0.0
2020-02-03 00:00:00+07:00,11265.5283203125,12080.4814453125,11145.6826171875,12056.5126953125,11334.7587890625,28931804,0.0,0.0
2020-02-04 00:00:00+07:00,12176.3583984375,12895.435546875,12152.3896484375,12895.435546875,12123.4609375,30983019,0.0,0.0
2020-02-05 00:00:00+07:00,13135.126953125,13326.880859375,12727.650390625,12727.650390625,11965.7197265625,24473605,0.0,0.0
2020-02-06 00:00:00+07:00,12799.55859375,13470.6962890625,12631.7734375,13302.912109375,12506.5439453125,22042027,0.0,0.0
2020-02-07 00:00:00+07:00,13183.0654296875,13254.9736328125,12775.5888671875,12895.435546875,12123.4609375,18691375,0.0,0.0
2020-02-10 00:00:00+07:00,12583.8349609375,13087.1884765625,12559.8662109375,12751.6201171875,11988.25390625,13115909,0.0,0.0
2020-02-11 00:00:00+07:00,12895.435546875,13302.912109375,12871.4658203125,13302.912109375,12506.5439453125,14106263,0.0,0.0
2020-02-12 00:00:00+07:00,13638.48046875,13638.48046875,13039.25,13039.25,12258.6650390625,21675370,0.0,0.0
2020-02-13 00:00:00+07:00,13111.158203125,13231.00390625,12703.681640625,13063.2197265625,12281.2001953125,19787406,0.0,0.0
2020-02-14 00:00:00+07:00,13111.158203125,13111.158203125,12799.55859375,12847.4970703125,12078.3916015625,12742535,0.0,0.0
2020-02-17 00:00:00+07:00,12895.435546875,12967.3427734375,12655.7431640625,12727.650390625,11965.7197265625,12136590,0.0,0.0
2020-02-18 00:00:00+07:00,12799.55859375,13063.2197265625,12751.6201171875,12799.55859375,12033.322265625,15085061,0.0,0.0
2020-02-19 00:00:00+07:00,12847.4970703125,13039.25,12847.4970703125,12943.373046875,12168.5283203125,12297776,0.0,0.0
2020-02-20 00:00:00+07:00,13111.158203125,13278.9423828125,12775.5888671875,12895.435546875,12123.4609375,18797281,0.0,0.0
2020-02-21 00:00:00+07:00,12847.4970703125,12895.435546875,12296.205078125,12392.08203125,11650.2392578125,25135517,0.0,0.0
2020-02-24 00:00:00+07:00,12032.5439453125,12176.3583984375,11673.0048828125,11696.974609375,10996.744140625,25693754,0.0,0.0
2020-02-25 00:00:00+07:00,11696.974609375,12511.927734375,11673.0048828125,12511.927734375,11762.9111328125,20368005,0.0,0.0
2020-02-26 00:00:00+07:00,12248.2666015625,12559.8662109375,12176.3583984375,12368.1123046875,11627.7041015625,12994191,0.0,0.0
2020-02-27 00:00:00+07:00,12344.1435546875,12559.8662109375,12272.2353515625,12559.8662109375,11807.9794921875,11524326,0.0,0.0
2020-02-28 00:00:00+07:00,12224.296875,12487.958984375,11984.60546875,12344.1435546875,11605.1708984375,16463600,0.0,0.0
2020-03-02 00:00:00+07:00,12440.0205078125,12487.958984375,12176.3583984375,12224.296875,11492.4990234375,10167147,0.0,0.0
2020-03-03 00:00:00+07:00,12559.8662109375,12919.404296875,12440.0205078125,12679.7119140625,11920.6513671875,19846523,0.0,0.0
2020-03-05 00:00:00+07:00,12847.4970703125,12871.4658203125,12535.896484375,12535.896484375,11785.4443359375,12511113,0.0,0.0
2020-03-06 00:00:00+07:00,12368.1123046875,12487.958984375,12200.328125,12368.1123046875,11627.7041015625,11167118,0.0,0.0
2020-03-09 00:00:00+07:00,11553.1591796875,11840.7900390625,11505.220703125,11505.220703125,10816.4697265625,22474165,0.0,0.0
2020-03-10 00:00:00+07:00,11505.220703125,12008.57421875,11097.744140625,11744.9130859375,11041.8125,23094899,0.0,0.0
