Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2020-11-09 00:00:00+07:00,5475.6494140625,5606.02197265625,5345.27685546875,5367.005859375,4729.36328125,26703538,0.0,0.0
2020-11-10 00:00:00+07:00,5432.19189453125,5432.19189453125,5149.71826171875,5171.44677734375,4557.03759765625,25560192,0.0,0.0
2020-11-11 00:00:00+07:00,5171.44677734375,5193.17578125,5019.34521484375,5106.2607421875,4499.59619140625,17520666,0.0,0.0
2020-11-12 00:00:00+07:00,5062.80322265625,5106.2607421875,5019.34521484375,5041.07421875,4442.15478515625,16493709,0.0,0.0
2020-11-13 00:00:00+07:00,5041.07421875,5301.8193359375,5041.07421875,5280.0908203125,4652.7744140625,16203311,0.0,0.0
2020-11-16 00:00:00+07:00,5323.54833984375,5345.27685546875,5149.71826171875,5149.71826171875,4537.89111328125,17044477,0.0,0.0
2020-11-17 00:00:00+07:00,5193.17578125,5214.904296875,5149.71826171875,5171.44677734375,4557.03759765625,9934111,0.0,0.0
2020-11-18 00:00:00+07:00,5171.44677734375,5193.17578125,5127.9892578125,5193.17578125,4576.18505859375,12753852,0.0,0.0
2020-11-19 00:00:00+07:00,5193.17578125,5258.36181640625,5171.44677734375,5193.17578125,4576.18505859375,12567233,0.0,0.0
2020-11-20 00:00:00+07:00,5214.904296875,5345.27685546875,5171.44677734375,5301.8193359375,4671.92138671875,14836137,0.0,0.0
2020-11-23 00:00:00+07:00,5301.8193359375,5301.8193359375,5236.63330078125,5258.36181640625,4633.62646484375,10385471,0.0,0.0
2020-11-24 00:00:00+07:00,5301.8193359375,5323.54833984375,5214.904296875,5258.36181640625,4633.62646484375,15100994,0.0,0.0
2020-11-25 00:00:00+07:00,5323.54833984375,5345.27685546875,5258.36181640625,5345.27685546875,4710.21533203125,18902935,0.0,0.0
2020-11-26 00:00:00+07:00,5345.27685546875,5345.27685546875,5280.0908203125,5323.54833984375,4691.068359375,8899492,0.0,0.0
2020-11-27 00:00:00+07:00,5345.27685546875,5345.27685546875,5280.0908203125,5323.54833984375,4691.068359375,17804115,0.0,0.0
2020-11-30 00:00:00+07:00,5323.54833984375,5475.6494140625,5301.8193359375,5410.46337890625,4767.6572265625,30530860,0.0,0.0
2020-12-01 00:00:00+07:00,5345.27685546875,5475.6494140625,5323.54833984375,5475.6494140625,4825.0986328125,23855586,0.0,0.0
2020-12-02 00:00:00+07:00,5562.564453125,5606.02197265625,5519.10693359375,5519.10693359375,4863.3935546875,31430750,0.0,0.0
2020-12-03 00:00:00+07:00,6257.45068359375,6362.61767578125,6204.8671875,6231.15869140625,5490.84765625,25181150,0.0,1.21
2020-12-04 00:00:00+07:00,6204.8671875,6231.15869140625,6099.69970703125,6125.99169921875,5398.17529296875,16130175,0.0,0.0
2020-12-07 00:00:00+07:00,6125.99169921875,6152.283203125,6073.408203125,6152.283203125,5421.34326171875,14585055,0.0,0.0
2020-12-08 00:00:00+07:00,6152.283203125,6178.5751953125,6099.69970703125,6125.99169921875,5398.17529296875,12699601,0.0,0.0
2020-12-09 00:00:00+07:00,6125.99169921875,6283.74267578125,6125.99169921875,6231.15869140625,5490.84765625,19252212,0.0,0.0
2020-12-10 00:00:00+07:00,6257.45068359375,6257.45068359375,6125.99169921875,6152.283203125,5421.34326171875,17612195,0.0,0.0
2020-12-11 00:00:00+07:00,6152.283203125,6204.8671875,6099.69970703125,6204.8671875,5467.6796875,9389368,0.0,0.0
